"position"	"count"
1	2
2	5
3	5
4	5
5	5
6	9
7	26
8	29
9	29
10	29
11	35
12	35
13	35
14	35
15	35
16	35
17	69
18	69
19	110
20	110
21	117
22	117
23	117
24	117
25	118
26	209
27	217
28	221
29	224
30	235
31	243
32	258
33	263
34	265
35	266
36	279
37	319
38	323
39	326
40	326
41	328
42	331
43	340
44	346
45	349
46	349
47	414
48	416
49	417
50	426
51	433
52	434
53	446
54	447
55	474
56	475
57	474
58	477
59	486
60	491
61	500
62	500
63	502
64	500
65	504
66	537
67	559
68	564
69	563
70	569
71	577
72	582
73	628
74	628
75	632
76	632
77	632
78	651
79	651
80	653
81	655
82	656
83	656
84	657
85	658
86	680
87	687
88	700
89	723
90	724
91	733
92	733
93	733
94	749
95	749
96	780
97	781
98	779
99	779
100	796
101	794
102	803
103	803
104	801
105	810
106	814
107	816
108	817
109	813
110	815
111	819
112	823
113	824
114	820
115	822
116	820
117	828
118	828
119	825
120	825
121	819
122	819
123	820
124	824
125	824
126	818
127	823
128	824
129	824
130	824
131	817
132	817
133	809
134	808
135	806
136	806
137	808
138	808
139	808
140	808
141	808
142	812
143	808
144	792
145	782
146	778
147	778
148	778
149	778
150	777
151	755
152	750
153	750
154	750
155	744
156	742
157	740
158	740
159	740
160	738
161	735
162	734
163	730
164	105
165	101
166	101
167	101
168	98
169	98
170	437
171	437
172	434
173	417
174	416
175	408
176	405
177	404
178	404
179	407
180	407
181	413
182	411
183	413
184	415
185	424
186	428
187	436
188	434
189	436
190	435
191	447
192	447
193	453
194	461
195	461
196	461
197	464
198	467
199	472
200	472
201	474
202	477
203	477
204	478
205	478
206	478
207	478
208	478
209	499
210	502
211	513
212	513
213	513
214	516
215	516
216	518
217	518
218	519
219	519
220	513
221	526
222	527
223	525
224	523
225	524
226	524
227	524
228	524
229	524
230	524
231	524
232	524
233	524
234	520
235	514
236	514
237	514
238	522
239	517
240	517
241	517
242	517
243	515
244	509
245	494
246	496
247	496
248	493
249	491
250	476
251	474
252	460
253	459
254	452
255	452
256	449
257	449
258	446
259	446
260	444
261	432
262	431
263	430
264	429
265	430
266	428
267	428
268	423
269	422
270	421
271	424
272	425
273	398
274	398
275	390
276	388
277	389
278	387
279	385
280	380
281	379
282	379
283	373
284	366
285	362
286	362
287	361
288	329
289	311
290	304
291	294
292	289
293	280
294	271
295	275
296	275
297	272
298	272
299	271
300	268
301	267
302	266
303	252
304	250
305	250
306	249
307	249
308	247
309	239
310	239
311	237
312	234
313	231
314	228
315	227
316	222
317	219
318	215
319	215
320	215
321	211
322	210
323	204
324	196
325	185
326	179
327	167
328	167
329	87
330	82
331	82
332	82
333	82
334	82
335	81
336	81
337	81
338	81
339	82
340	82
341	78
342	78
343	77
344	80
345	81
346	81
347	81
348	67
349	67
350	67
351	66
352	66
353	64
354	64
355	64
356	64
357	64
358	64
359	64
360	63
361	63
362	63
363	61
364	61
365	61
366	61
367	61
368	62
369	60
370	60
371	60
372	60
373	60
374	59
375	60
376	60
377	59
378	57
379	53
380	52
381	52
382	52
383	52
384	52
385	52
386	52
387	52
388	50
389	50
390	50
391	50
392	50
393	50
394	50
395	50
396	51
397	51
398	51
399	51
400	51
401	51
402	51
403	51
404	52
405	52
406	52
407	52
408	52
409	52
410	52
411	51
412	51
413	51
414	51
415	48
416	48
417	48
418	49
419	49
420	47
421	45
422	45
423	44
424	45
425	46
426	46
427	46
428	47
429	43
430	43
431	43
432	43
433	42
434	40
435	40
436	40
437	40
438	40
439	39
440	38
441	39
442	39
443	39
444	39
445	39
446	39
447	40
448	37
449	37
450	37
451	37
452	37
453	35
454	35
455	35
456	35
457	35
458	35
459	55
460	81
461	88
462	119
463	124
464	331
465	351
466	349
467	350
468	391
469	590
470	594
471	608
472	610
473	614
474	781
475	865
476	869
477	874
478	878
479	933
480	938
481	994
482	1018
483	1021
484	1040
485	1059
486	1064
487	1075
488	1075
489	1100
490	1135
491	1183
492	1220
493	1220
494	1241
495	1242
496	1361
497	1445
498	1458
499	1490
500	1559
501	1597
502	1689
503	1695
504	1742
505	1779
506	1810
507	1816
508	1825
509	1883
510	1929
511	1954
512	1973
513	1974
514	2053
515	2053
516	2255
517	2276
518	2277
519	2281
520	2283
521	2319
522	2326
523	2365
524	2365
525	2372
526	2489
527	2499
528	2534
529	2535
530	2536
531	2553
532	2602
533	2614
534	2644
535	2652
536	2717
537	2781
538	2796
539	2815
540	2828
541	2831
542	2852
543	2860
544	2928
545	2957
546	3176
547	3272
548	3338
549	3353
550	3451
551	3687
552	3726
553	3747
554	3773
555	3793
556	3980
557	3982
558	4026
559	4030
560	4082
561	4119
562	4130
563	4198
564	4207
565	4297
566	4307
567	4411
568	4447
569	4462
570	4541
571	4569
572	4587
573	4676
574	4682
575	4696
576	4728
577	4739
578	4780
579	4811
580	4839
581	4940
582	4960
583	5215
584	5254
585	5308
586	5365
587	5387
588	5521
589	5528
590	5549
591	5564
592	5608
593	5648
594	5665
595	5681
596	5804
597	5904
598	5937
599	5938
600	5945
601	5946
602	6192
603	6232
604	6463
605	6494
606	6629
607	6650
608	6699
609	6975
610	7026
611	7052
612	7053
613	7134
614	7143
615	7154
616	7504
617	7535
618	7606
619	7620
620	7679
621	7698
622	7666
623	7713
624	7726
625	7903
626	7961
627	8000
628	8001
629	7999
630	8000
631	8001
632	8001
633	8002
634	8002
635	8003
636	8000
637	8002
638	8000
639	7985
640	7999
641	7998
642	7998
643	7992
644	7998
645	8000
646	8000
647	8000
648	7971
649	7995
650	7981
651	7996
652	7991
653	7984
654	7977
655	7987
656	8000
657	7991
658	7996
659	7877
660	7881
661	7859
662	7851
663	7875
664	7978
665	7998
666	7992
667	7959
668	7969
669	7975
670	7994
671	7996
672	7988
673	7938
674	7886
675	7975
676	7991
677	7997
678	7995
679	7963
680	7974
681	7983
682	7996
683	7995
684	7982
685	7997
686	7972
687	7978
688	7977
689	7993
690	7999
691	7982
692	7978
693	7963
694	7990
695	7992
696	7990
697	7992
698	7958
699	7998
700	7995
701	7999
702	7992
703	7971
704	7979
705	7999
706	8000
707	7996
708	7991
709	7987
710	7957
711	7938
712	7880
713	7901
714	7824
715	7864
716	7970
717	7963
718	7975
719	7978
720	7861
721	7934
722	7944
723	7955
724	7976
725	7802
726	7801
727	7807
728	7778
729	7782
730	7751
731	7760
732	7785
733	7807
734	7820
735	7829
736	7863
737	7921
738	7968
739	7984
740	7975
741	7915
742	7889
743	7993
744	8000
745	7966
746	7981
747	7865
748	7838
749	7881
750	7853
751	7908
752	7907
753	7926
754	7919
755	5498
756	7863
757	7988
758	7963
759	7988
760	7966
761	7917
762	7886
763	7862
764	7864
765	7849
766	7710
767	7706
768	7693
769	7751
770	7903
771	7920
772	7931
773	7910
774	7986
775	7983
776	7928
777	7953
778	7934
779	7987
780	7988
781	7983
782	7985
783	7881
784	7874
785	7890
786	7911
787	7936
788	7902
789	7978
790	7983
791	7925
792	7958
793	7947
794	7986
795	7891
796	7861
797	7711
798	7699
799	7646
800	7611
801	7633
802	7617
803	7750
804	7751
805	7789
806	7717
807	7718
808	7916
809	7977
810	7989
811	7979
812	7859
813	7881
814	7830
815	7822
816	7753
817	7628
818	7577
819	7541
820	7592
821	7567
822	7510
823	7749
824	7802
825	7861
826	7866
827	7816
828	7757
829	7756
830	7733
831	7710
832	7397
833	7422
834	7430
835	7648
836	7669
837	7651
838	7660
839	7660
840	7653
841	7654
842	7638
843	7619
844	7605
845	7607
846	7596
847	7508
848	7517
849	7631
850	7705
851	7689
852	7689
853	7609
854	7655
855	7549
856	7467
857	7450
858	7409
859	7522
860	7560
861	7562
862	7493
863	7442
864	7382
865	7382
866	7362
867	7497
868	7462
869	7477
870	7472
871	7481
872	7473
873	7692
874	7718
875	7851
876	7776
877	7687
878	7810
879	7857
