K03455.1	1	12
K03455.1	2	17
K03455.1	3	19
K03455.1	4	20
K03455.1	5	20
K03455.1	6	27
K03455.1	7	62
K03455.1	8	67
K03455.1	9	67
K03455.1	10	67
K03455.1	11	74
K03455.1	12	74
K03455.1	13	77
K03455.1	14	77
K03455.1	15	77
K03455.1	16	78
K03455.1	17	119
K03455.1	18	119
K03455.1	19	190
K03455.1	20	190
K03455.1	21	201
K03455.1	22	201
K03455.1	23	202
K03455.1	24	202
K03455.1	25	204
K03455.1	26	367
K03455.1	27	379
K03455.1	28	385
K03455.1	29	394
K03455.1	30	410
K03455.1	31	418
K03455.1	32	437
K03455.1	33	443
K03455.1	34	448
K03455.1	35	449
K03455.1	36	466
K03455.1	37	531
K03455.1	38	537
K03455.1	39	542
K03455.1	40	544
K03455.1	41	548
K03455.1	42	553
K03455.1	43	565
K03455.1	44	572
K03455.1	45	579
K03455.1	46	579
K03455.1	47	691
K03455.1	48	694
K03455.1	49	697
K03455.1	50	713
K03455.1	51	724
K03455.1	52	725
K03455.1	53	740
K03455.1	54	742
K03455.1	55	785
K03455.1	56	788
K03455.1	57	781
K03455.1	58	787
K03455.1	59	805
K03455.1	60	814
K03455.1	61	829
K03455.1	62	830
K03455.1	63	836
K03455.1	64	835
K03455.1	65	839
K03455.1	66	885
K03455.1	67	913
K03455.1	68	919
K03455.1	69	918
K03455.1	70	925
K03455.1	71	937
K03455.1	72	942
K03455.1	73	1006
K03455.1	74	1004
K03455.1	75	1005
K03455.1	76	1004
K03455.1	77	1004
K03455.1	78	1028
K03455.1	79	1029
K03455.1	80	1029
K03455.1	81	1034
K03455.1	82	1027
K03455.1	83	1028
K03455.1	84	1030
K03455.1	85	1031
K03455.1	86	1058
K03455.1	87	1067
K03455.1	88	1091
K03455.1	89	1122
K03455.1	90	1123
K03455.1	91	1140
K03455.1	92	1140
K03455.1	93	1138
K03455.1	94	1164
K03455.1	95	1159
K03455.1	96	1197
K03455.1	97	1194
K03455.1	98	1186
K03455.1	99	1190
K03455.1	100	1211
K03455.1	101	1205
K03455.1	102	1215
K03455.1	103	1218
K03455.1	104	1223
K03455.1	105	1275
K03455.1	106	1282
K03455.1	107	1281
K03455.1	108	1288
K03455.1	109	1257
K03455.1	110	1260
K03455.1	111	1273
K03455.1	112	1315
K03455.1	113	1316
K03455.1	114	1306
K03455.1	115	1307
K03455.1	116	1310
K03455.1	117	1339
K03455.1	118	1339
K03455.1	119	1335
K03455.1	120	1336
