K03455.1	1	6
K03455.1	2	10
K03455.1	3	10
K03455.1	4	10
K03455.1	5	10
K03455.1	6	15
K03455.1	7	32
K03455.1	8	35
K03455.1	9	35
K03455.1	10	35
K03455.1	11	42
K03455.1	12	42
K03455.1	13	42
K03455.1	14	42
K03455.1	15	42
K03455.1	16	42
K03455.1	17	82
K03455.1	18	82
K03455.1	19	145
K03455.1	20	145
K03455.1	21	152
K03455.1	22	152
K03455.1	23	152
K03455.1	24	152
K03455.1	25	153
K03455.1	26	253
K03455.1	27	261
K03455.1	28	265
K03455.1	29	268
K03455.1	30	279
K03455.1	31	286
K03455.1	32	301
K03455.1	33	306
K03455.1	34	308
K03455.1	35	309
K03455.1	36	323
K03455.1	37	369
K03455.1	38	374
K03455.1	39	379
K03455.1	40	379
K03455.1	41	381
K03455.1	42	384
K03455.1	43	393
K03455.1	44	399
K03455.1	45	402
K03455.1	46	402
K03455.1	47	469
K03455.1	48	471
K03455.1	49	472
K03455.1	50	481
K03455.1	51	488
K03455.1	52	489
K03455.1	53	501
K03455.1	54	502
K03455.1	55	529
K03455.1	56	529
K03455.1	57	526
K03455.1	58	529
K03455.1	59	538
K03455.1	60	543
K03455.1	61	552
K03455.1	62	553
K03455.1	63	555
K03455.1	64	553
K03455.1	65	557
K03455.1	66	593
K03455.1	67	615
K03455.1	68	620
K03455.1	69	619
K03455.1	70	625
K03455.1	71	633
K03455.1	72	638
K03455.1	73	686
K03455.1	74	686
K03455.1	75	691
K03455.1	76	691
K03455.1	77	691
K03455.1	78	710
K03455.1	79	710
K03455.1	80	712
K03455.1	81	714
K03455.1	82	713
K03455.1	83	713
K03455.1	84	714
K03455.1	85	715
K03455.1	86	738
K03455.1	87	745
K03455.1	88	758
K03455.1	89	781
K03455.1	90	782
K03455.1	91	792
K03455.1	92	792
K03455.1	93	792
K03455.1	94	809
K03455.1	95	808
K03455.1	96	842
K03455.1	97	843
K03455.1	98	836
K03455.1	99	836
K03455.1	100	857
K03455.1	101	853
K03455.1	102	862
K03455.1	103	864
K03455.1	104	864
K03455.1	105	886
K03455.1	106	892
K03455.1	107	894
K03455.1	108	899
K03455.1	109	895
K03455.1	110	897
K03455.1	111	901
K03455.1	112	905
K03455.1	113	906
K03455.1	114	896
K03455.1	115	898
K03455.1	116	896
K03455.1	117	904
K03455.1	118	904
K03455.1	119	899
K03455.1	120	899
K03455.1	121	893
K03455.1	122	893
K03455.1	123	895
K03455.1	124	899
K03455.1	125	899
K03455.1	126	893
K03455.1	127	898
K03455.1	128	899
K03455.1	129	899
K03455.1	130	899
K03455.1	131	894
K03455.1	132	895
K03455.1	133	885
K03455.1	134	884
K03455.1	135	882
K03455.1	136	882
K03455.1	137	884
K03455.1	138	884
K03455.1	139	884
K03455.1	140	884
K03455.1	141	884
K03455.1	142	888
K03455.1	143	884
K03455.1	144	868
K03455.1	145	857
K03455.1	146	853
K03455.1	147	853
K03455.1	148	852
K03455.1	149	852
K03455.1	150	851
K03455.1	151	829
K03455.1	152	823
K03455.1	153	823
K03455.1	154	823
K03455.1	155	817
K03455.1	156	815
K03455.1	157	811
K03455.1	158	811
K03455.1	159	811
K03455.1	160	809
K03455.1	161	807
K03455.1	162	806
K03455.1	163	802
K03455.1	164	126
K03455.1	165	122
K03455.1	166	122
K03455.1	167	122
K03455.1	168	119
K03455.1	169	119
K03455.1	170	500
K03455.1	171	500
K03455.1	172	497
K03455.1	173	480
K03455.1	174	479
K03455.1	175	471
K03455.1	176	468
K03455.1	177	467
K03455.1	178	467
K03455.1	179	470
K03455.1	180	470
K03455.1	181	476
K03455.1	182	474
K03455.1	183	476
K03455.1	184	484
K03455.1	185	494
K03455.1	186	498
K03455.1	187	506
K03455.1	188	504
K03455.1	189	507
K03455.1	190	504
K03455.1	191	516
K03455.1	192	516
K03455.1	193	526
K03455.1	194	534
K03455.1	195	534
K03455.1	196	534
K03455.1	197	538
K03455.1	198	541
K03455.1	199	547
K03455.1	200	547
K03455.1	201	551
K03455.1	202	556
K03455.1	203	558
K03455.1	204	559
K03455.1	205	559
K03455.1	206	559
K03455.1	207	560
K03455.1	208	560
K03455.1	209	585
K03455.1	210	590
K03455.1	211	601
K03455.1	212	602
K03455.1	213	602
K03455.1	214	606
K03455.1	215	606
K03455.1	216	608
K03455.1	217	608
K03455.1	218	609
K03455.1	219	609
K03455.1	220	603
K03455.1	221	620
K03455.1	222	621
K03455.1	223	619
K03455.1	224	617
K03455.1	225	618
K03455.1	226	620
K03455.1	227	620
K03455.1	228	620
K03455.1	229	620
K03455.1	230	620
K03455.1	231	620
K03455.1	232	620
K03455.1	233	619
K03455.1	234	615
K03455.1	235	609
K03455.1	236	609
K03455.1	237	609
K03455.1	238	617
K03455.1	239	612
K03455.1	240	613
K03455.1	241	613
K03455.1	242	613
K03455.1	243	611
K03455.1	244	605
K03455.1	245	588
K03455.1	246	590
K03455.1	247	590
K03455.1	248	587
K03455.1	249	585
K03455.1	250	569
K03455.1	251	566
K03455.1	252	552
K03455.1	253	550
K03455.1	254	542
K03455.1	255	542
K03455.1	256	540
K03455.1	257	540
K03455.1	258	536
K03455.1	259	536
K03455.1	260	534
K03455.1	261	522
K03455.1	262	519
K03455.1	263	518
K03455.1	264	517
K03455.1	265	518
K03455.1	266	516
K03455.1	267	516
K03455.1	268	506
K03455.1	269	504
K03455.1	270	502
K03455.1	271	504
K03455.1	272	503
K03455.1	273	474
K03455.1	274	474
K03455.1	275	460
K03455.1	276	458
K03455.1	277	459
K03455.1	278	457
K03455.1	279	455
K03455.1	280	449
K03455.1	281	447
K03455.1	282	447
K03455.1	283	439
K03455.1	284	431
K03455.1	285	427
K03455.1	286	427
K03455.1	287	425
K03455.1	288	386
K03455.1	289	368
K03455.1	290	361
K03455.1	291	349
K03455.1	292	346
K03455.1	293	336
K03455.1	294	327
K03455.1	295	331
K03455.1	296	331
K03455.1	297	328
K03455.1	298	328
K03455.1	299	327
K03455.1	300	323
K03455.1	301	324
K03455.1	302	323
K03455.1	303	309
K03455.1	304	307
K03455.1	305	307
K03455.1	306	306
K03455.1	307	305
K03455.1	308	303
K03455.1	309	295
K03455.1	310	295
K03455.1	311	293
K03455.1	312	290
K03455.1	313	288
K03455.1	314	285
K03455.1	315	282
K03455.1	316	277
K03455.1	317	274
K03455.1	318	270
K03455.1	319	270
K03455.1	320	270
K03455.1	321	266
K03455.1	322	265
K03455.1	323	258
K03455.1	324	246
K03455.1	325	234
K03455.1	326	228
K03455.1	327	213
K03455.1	328	213
K03455.1	329	121
K03455.1	330	116
K03455.1	331	116
K03455.1	332	116
K03455.1	333	116
K03455.1	334	116
K03455.1	335	115
K03455.1	336	115
K03455.1	337	115
K03455.1	338	115
K03455.1	339	116
K03455.1	340	116
K03455.1	341	109
K03455.1	342	109
K03455.1	343	108
K03455.1	344	112
K03455.1	345	113
K03455.1	346	113
K03455.1	347	111
K03455.1	348	88
K03455.1	349	88
K03455.1	350	89
K03455.1	351	88
K03455.1	352	88
K03455.1	353	86
K03455.1	354	86
K03455.1	355	86
K03455.1	356	86
K03455.1	357	86
K03455.1	358	86
K03455.1	359	86
K03455.1	360	85
K03455.1	361	85
K03455.1	362	85
K03455.1	363	83
K03455.1	364	83
K03455.1	365	83
